record,uuid,date,markers,status,QCountry,QDomestic,QGDPR,QState,QRegion,QBorn,QAge,AgeR,QGeneration,Q100r1,Q100r2,Q100r3,Q100r4,Q100r5,Q100r6,Q100r7,Q100r8,Q100r9,Q100r10,Q100r11,Q100r12,Q110Ar1,Q110Ar2,Q110Ar3,noanswerQ110A_r99,Q110Br1,Q110Br2,Q110Br3,noanswerQ110B_r99,Q112,Q114,Q115r1,Q115r2,Q115r3,Q115r4,Q115r5,Q115r6,Q115r997,Q115r998,Q115r999,Q120,Q125,Q127,Q130r1,Q130r2,Q130r3,Q130r4,Q130r5,Q130r6,Q130r7,Q130r8,Q130r9,Q130r10,Q130r11,Q130r12,Q130r13,Q130r14,Q130r20,Q130r21,Q130r22,Q130r23,Q130r24,Q130r25,Q130r26,Q130r15,Q130r16,Q130r17,Q130r18,Q140r1,Q140r2,Q140r3,Q140r4,Q140r5,Q140r6,Q140r7,Q140r20,Q140r21,Q140r22,Q140r23,Q140r97,Q140r997,Q140r998,Q140r999,Q145r1,Q145r2,Q145r3,Q145r4,Q145r5,Q145r6,Q145r7,Q145r8,Q150r1,Q150r2,Q150r3,Q150r4,Q150r5,Q150r6,Q150r7,Q150r8,Q150r9,Q150r10,Q150r11,Q150r20,Q150r21,Q150r23,Q150r12,Q150r13,Q150r14,Q150r15,Q150r16,Q150r24,Q150r25,Q150r26,Q150r97,Q150r98,Q150r99,Q153r1,Q153r2,Q153r3,Q153r10,Q153r12,Q153r13,Q153r14,Q153r15,Q153r16,Q153r4,Q153r5,Q153r6,Q155r1,Q155r2,Q155r3,Q155r4,Q155r5,Q155r6,Q155r7,Q155r20,Q155r21,Q155r8,Q155r9,Q155r10,Q155r11,Q155r12,Q155r13,Q156Ar1,Q156Ar2,Q156Ar3,Q156Ar4,Q156Ar5,Q156Ar6,Q156Ar7,Q156Ar8,Q156Ar9,Q156Ar10,Q156Ar11,Q156Ar12,Q156Ar13,Q156Ar14,Q156Ar15,Q156Ar16,Q156Br1,Q156Br2,Q156Br3,Q156Br4,Q156Br5,Q156Br6,Q156Br7,Q156Br8,Q156Br9,Q156Br10,Q156Br11,Q156Br12,Q156Br13,Q156Br14,Q156Br15,Q156Br16,Q157,Q160r1,Q160r2,Q160r3,Q160r4,Q160r5,Q160r6,Q160r7,QJob,QIndustry,QIndustryr97oe,QRevenue,QEmployees,QAnythingElse,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,vdropout,ipAddress,source,decLang,list,userAgent,dcua,url,session,sesskey,identifier,fp_etag,fp_html5,fp_flash,fp_browser,qtime_min,Total,QEmployeesBanner,QIndustryBanner_1,QIndustryBanner_2,QIndustryBanner_3,QIndustryBanner_4,QIndustryBanner_5,QIndustryBanner_6,QIndustryBanner_7,QIndustryBanner_8,QIndustryBanner_9,QIndustryBanner_10,QIndustryBanner_11,QIndustryBanner_12,Q150Online,sumQ150OnlineTotal,Q150Offline,sumQ150OfflineTotal,Q150R,Q155NothingNew,Q157Months,Q157R
209,mgapjhyyfspg6z74,6/4/20 9:53,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,23,2,1970,50,5,4,6,3,2,3,1,1,3,3,2,3, ,3,100,0,0,0,95,5,0,0, , ,0,0,0,0,0,0,1,0,0,5,97,97,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,99,3,99,3,3,1,3,3,3,1,2,99,1,1,99,2, , , , , ,2, , , ,2,2, ,2,2, ,1,3,4,3,3,3,3,3,9,7, ,13,5, ,1,491.73,5, ,3, ,5,6,6/4/20 9:44, ,40.94.36.99, , ,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,..,/survey/selfserve/2135/200602?identifier=a04avxwmn3ds7fkd&sesskey=g0xqy3vu15p88ugv,cj0emqfj232jfmuf,g0xqy3vu15p88ugv,a04avxwmn3ds7fkd, , , , ,8.1955,1,3, , , , , , , ,1, , , , , , , , , ,2,99,99
290,g5fxejnjejkbh63x,6/4/20 10:23,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,48,3,1956,64,6,3,10,9,9,9,9,10,9,9,8,98, ,9, , , ,1, , , ,1, , ,0,0,0,0,0,0,1,0,0,5,5,4,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3, , , , , , , , , , , , , , ,2, ,1,3,4,3,4,3,4,3,6,8, ,3,2, ,1,619.18,4, ,12, ,5,6,6/4/20 10:13, ,73.236.35.214, , ,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,..,/survey/selfserve/2135/200602?identifier=0jqi04i2b403kzeo&sesskey=g0kctanf9wx8tm8e,chamhf7g5j6tfgs1,g0kctanf9wx8tm8e,0jqi04i2b403kzeo,3k469z9fgqwbkscz,chamhf7g5j6tfgs1, , ,10.31966667,1,1, , , , ,1, , , , , , , , , , , , ,2,99,99
415,urdas8ndakassk7d,6/4/20 11:29,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,32,1,1957,63,6,3,9,8,7,4,8,7,9,10,1,1, ,10,90,10,0,0,85,12,3,0, , ,0,0,0,0,0,1,0,0,0,6,7,5,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,3,3,1,3,3,2,3,3,3,2,2,3, , , , , , ,2, , ,2, , , ,2,2, ,1,4,3,4,4,4,3,3,12,2, ,99,2,How much Covid19 work did you receive and execute for both private and public entities,1,506.82,4, ,10, ,5,6,6/4/20 11:21, ,24.39.78.162, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=cjv0xs7z9c3tq3nn&sesskey=g1iy8usbwl2y24li,a5bpgrmm0taute5f,g1iy8usbwl2y24li,cjv0xs7z9c3tq3nn,yp175hz2vus76p3q,a5bpgrmm0taute5f, , ,8.447,1,1,1, , ,1, , , , , , , , , , , , , ,1,99,99
509,68s1dm3sgvcu4zhy,6/4/20 11:42,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,6,4,1966,54,5,4,5,1,1,1,1,1,1,10,1,1, ,1,100,0,0,0,100,0,0,0, , ,0,0,0,0,0,0,1,0,0,9,8,5,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,3,3,1,1,3,3,3,1,99,1,3,3, , , , , , ,2,2, , , ,2, ,3, , ,1,6,3,3,6,6,6,6,31,4, ,14,9, ,1,644.84,4, ,10, ,5,6,6/4/20 11:30, ,40.94.226.73, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=08rtb7zhuhs17ge1&sesskey=g2fotfhl6a5wbquh,ahpvyv8bkf9gbqs8,g2fotfhl6a5wbquh,08rtb7zhuhs17ge1, , , , ,10.74733333,1,5,1, ,1, , , , , , , , , , , , , , ,1,99,99
522,pgdxdrhrt6vns22c,6/4/20 11:55,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,13,2,1963,57,5,3,5,3,7,2,98,98,5,1,1,3, ,7,90,10,0,0, , , ,1, , ,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , , ,1,6,3,3,3,6,3,3,23,4, ,2,1, ,1,360.18,5, ,10, ,5,6,6/4/20 11:49, ,104.58.209.95, , ,1,"Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=osq8i50qslbfh5tu&sesskey=g3leikdmyvjylcl5,2pmfnbb27trh0fkj,g3leikdmyvjylcl5,osq8i50qslbfh5tu,635psyf4x9jr285v,2pmfnbb27trh0fkj, , ,6.003,1,1,1, ,1, , , , , , , , , , , , , , ,1,99,99
524,r5t0dk9g6b4m3q2r,6/4/20 12:18,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,35,2,1962,58,5,3,5,6,7,6,7,8,9,8,3,3, ,7,80,15,5,0,75,20,5,0, , ,0,0,0,0,0,0,1,0,0,8,6,5,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,3, , , , ,2, , , , , , , , ,3,2, ,1,3,4,3,4,3,3,3,6,9, ,7,3, ,1,1024.57,4, ,12, ,5,6,6/4/20 12:00, ,70.63.0.66, , ,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0,..,/survey/selfserve/2135/200602?identifier=ylrr7xfpupdvvv9y&sesskey=g0v4i900lheclj93,5kt98pf0fk07dqe0,g0v4i900lheclj93,ylrr7xfpupdvvv9y,km06urk3ktykxakp,5kt98pf0fk07dqe0, , ,17.07616667,1,2, , , , , , ,1, , , , , , , , , , ,2,99,99
599,xypqbqjfh2umrs8t,6/4/20 12:32,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,35,2,1950,70,7,3,10,3,3,5,7,2,2,7,6,3, ,8,100,0,0,0,100,0,0,0, , ,0,0,0,0,1,0,0,0,0,8,7,7,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,99,1,99,1,99,99,1,99,1,99,1,2,2, , , , ,2, ,2, , ,2, ,2, ,2,1,3,3,3,3,4,3,3,22,7, ,14,11, ,1,464.17,4, ,3, ,5,6,6/4/20 12:23, ,3.89.133.140, , ,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,..,/survey/selfserve/2135/200602?identifier=qfnkt7c91usrcsz2&sesskey=g0xt1pdayg6qad00,ex9658150bg4wck2,g0xt1pdayg6qad00,qfnkt7c91usrcsz2,11sw2bzk1ws82ffd,ex9658150bg4wck2,ex9658150bg4wck2, ,7.736166667,1,5, , , , , , , ,1, , , , , , , , , ,1,99,99
601,pr0hwdq86jjjsv8f,6/4/20 12:33,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,13,2,1960,60,6,3,10,8,8,8,3,5,10,4,1,1, ,8,100,0,0,0,75,25,0,0, , ,0,0,0,0,0,1,0,0,0,98,5,5,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,3, , , , , ,3, , , , , , ,3, , ,1,3,3,4,4,4,3,3,6,7, ,3,1, ,1,561.35,4, ,2, ,5,6,6/4/20 12:23, ,67.184.38.23, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362",..,/survey/selfserve/2135/200602?identifier=gc0uss5fx34xahcl&sesskey=g18lscv9hfwrqmbr,p4nbmjpu15tu63xa,g18lscv9hfwrqmbr,gc0uss5fx34xahcl,w7n6edweq7z4a870,p4nbmjpu15tu63xa, , ,9.355833333,1,1, , , , , , , ,1, , , , , , , , , ,2,99,99
723,6cdac7zqnx9e5cx6,6/4/20 13:14,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,13,2,1958,62,6,3,1,2,5,5,1,1,3,10,3,3, ,1,95,3,2,0,100,0,0,0, , ,0,0,0,0,0,1,0,0,0,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,1,3,1,3,3,3,1,3,3,1,1,3, , , , ,2, ,2, , , ,2, , ,2,2, ,1,3,5,3,3,3,3,3,4,2, ,5,4, ,1,463.83,4, ,10, ,5,6,6/4/20 13:06, ,67.167.107.25, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=flki4xea6g41ox19&sesskey=g2ac36wwk86shmw9,07k2hnrmzvv711ve,g2ac36wwk86shmw9,flki4xea6g41ox19,agt7sna81v7wk6jq,07k2hnrmzvv711ve, , ,7.7305,1,2,1, , ,1, , , , , , , , , , , , , ,1,99,99
744,um4bmazzv9aqs930,6/4/20 13:31,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,50,4,1965,55,5,4,3,3,5,3,1,1,3,1,2,2, ,1, , , ,1,90,10,0,0, , ,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,3,1,1,1,3,2,3,1,1,1,1,1,1,2,2,2, ,2,2,2, ,2, ,2,2,2,2,2,2,1,3,3,3,3,3,3,3,24,10, ,3,3, ,1,630.44,14, ,10, ,1,2,6/4/20 13:20, ,174.219.17.231, , ,1,"Mozilla/5.0 (Linux; Android 7.1.2; E6810) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.96 Mobile Safari/537.36",sa,/survey/selfserve/2135/200602?identifier=tfd44zn4vvshvz15&sesskey=g2rtww6m37kxkcl3&mobile=yes,yeac8k53jgvm72w6,g2rtww6m37kxkcl3,tfd44zn4vvshvz15,x43kf7g3pgg1nzzu,yeac8k53jgvm72w6, , ,10.50733333,1,2, , , , , , , , ,1,1, , , , , , , ,1,99,99
872,n53w2jv5vub9vhn2,6/4/20 14:29,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,16,2,1947,73,7,3,9,2,2,2,8,9,7,10,2,2, ,8,95,5,0,0,100,0,0,0, , ,0,0,0,0,0,1,0,0,0,9,9,5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3, , , , , , ,2, , , , , , , ,2, ,1,3,4,4,4,4,4,4,4,2, ,3,1,Effects on interactions with customers - there homes; our office; meetings with suppliers.,1,825.11,3, ,12, ,5,6,6/4/20 14:15, ,107.222.10.29, , ,1,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0,..,/survey/selfserve/2135/200602?identifier=w4nu784i7k9n23lu&sesskey=g1wvol8kwo4xqadw,d7s73gc1rp3pd52s,g1wvol8kwo4xqadw,w4nu784i7k9n23lu,075rqufqjey3rd3p,d7s73gc1rp3pd52s, , ,13.75183333,1,1,1, , ,1, , , , , , , , , , , , , ,1,99,99
1093,ysc89mpzhwxreeey,6/4/20 15:44,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,13,2,1962,58,5,3,5,1,1,1,9,5,8,1,5,1, ,4,100,0,0,0,100,0,0,0, , ,0,0,0,0,0,1,0,0,0,5,5,10,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,3,3,1,3,1,2,1,3,1,1,1,1,1,1,2,2, , ,2, ,2,2,2, ,2,2,2,2,2,2,1,2,5,5,5,5,3,3,6,2, ,3,1,No,1,577.12,12, ,11, ,1,6,6/4/20 15:34, ,73.9.167.46, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1",s.,/survey/selfserve/2135/200602?identifier=wcungfq9831pcw9e&sesskey=g1g1f82gsk2x5f32&mobile=yes,gkg1wd2evyj4413u,g1g1f82gsk2x5f32,wcungfq9831pcw9e,myyvkwbc7pb38rjq,gkg1wd2evyj4413u, , ,9.618666667,1,1,1, , ,1, , , , , , , , , , , , , ,2,99,99
1107,bed1me7bm18yjv3j,6/4/20 16:10,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,38,1,1956,64,6,3,6,4,6,6,10,10,6,5,1,6, ,10,75,15,10,0,85,10,5,0, , ,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,99,99,99,99,99,99,3,3,99,99,3,3,2,3,3, , , , , , , , , , , , , ,3, , ,1,1,1,3,1,3,1,3,9,8, ,1,1, ,1,708.17,4, ,2, ,5,6,6/4/20 15:58, ,71.225.164.77, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18363",..,/survey/selfserve/2135/200602?identifier=2zejlhfya9c1yyee&sesskey=g3e9geefiirupfkt,q5j5ne71yksbwmsu,g3e9geefiirupfkt,2zejlhfya9c1yyee,5a80x8k88yse0vap,q5j5ne71yksbwmsu, , ,11.80283333,1,1, , , , ,1, , , , , , , , , , , , ,2,99,99
1154,psbwx5fnnc01wc2j,6/4/20 17:03,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,5,4,1961,59,5,3,10,9,9,9,7,9,9,9,7,8, ,10,85,15,0,0,75,20,5,0, , ,0,0,0,0,0,0,1,0,0,3,3,5,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3, , , , , , , , , , , , , ,2, , ,1,4,4,4,4,4,4,3,9,7, ,13,11,Please let survey takers know how many questions will be in your survey and approximately how long it will take to take the survey,1,851.36,4, ,10, ,5,6,6/4/20 16:49, ,63.237.208.150, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=9un121rho4q1ozb6&sesskey=g3j9a378r9o41ze1,u87wp11erm41gnd5,g3j9a378r9o41ze1,9un121rho4q1ozb6,ez8j45ppj7wyqhx4,w16hyy9e23850mhd, , ,14.18933333,1,5, , , , , , , ,1, , , , , , , , , ,2,99,99
1158,zsh2m4j1csv8m8es,6/4/20 17:13,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,4,3,1977,43,4,4,6,7,6,6,2,4,5,9,4,4, ,3,40,50,10,0,30,50,20,0, , ,0,0,0,0,0,0,1,0,0,3,6,4,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,3,99,99,3,2,99,1,3,2,99,99,3,1,1,1,3, , , , ,99, ,2, ,1, , , ,2,2,2, ,1,2,5,4,6,3,6,3,25,2, ,3,1, ,1,682.67,12, ,11, ,1,1,6/4/20 17:02, ,76.125.126.168, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1",si,/survey/selfserve/2135/200602?identifier=8ayxwoiy07anolzp&sesskey=g1fd0c3y4w8u82dy&mobile=yes,7h2mt52pjzqd9yn6,g1fd0c3y4w8u82dy,8ayxwoiy07anolzp,94sxxbyjmv8ayjmm,7h2mt52pjzqd9yn6, , ,11.37783333,1,1,1, , ,1, , , , , , , , , , , , , ,2,99,99
1168,2pnykrt3tqnxy44n,6/4/20 19:09,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,5,4,1946,74,7,3,2,1,3,4,3,3,2,2,1,1, ,2,85,15,0,0, , , ,1, , ,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,3,1,3,99,99,99,3,3,1,1,99, , , , ,2, ,2, , , , , , ,3,2, ,1,3,3,3,3,3,3,3,4,2, ,14,99, ,1,747.58,4, ,2, ,5,6,6/4/20 18:57, ,69.62.232.250, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",..,/survey/selfserve/2135/200602?identifier=ztxwgoqyxcqlfudo&sesskey=g189p22r494ok5ai,xcg1vccxm7cnxfdq,g189p22r494ok5ai,ztxwgoqyxcqlfudo,5mmazzug99vnj75e,xcg1vccxm7cnxfdq, , ,12.45966667,1, ,1, , ,1, , , , , , , , , , , , , ,2,99,99
1189,mxw07f3fd4yvq2h3,6/5/20 0:31,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,9,3,1985,35,3,5,3,1,1,1,1,2,3,6,1,1, ,1,100,0,0,0,100,0,0,0, , ,0,0,0,0,0,0,1,0,0,7,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,3,3,1,3,3,3,3,3,3,2,1,3, , , , , , ,2, , , , , , ,2,2, ,1,3,4,3,3,3,3,3,3,97,"retail, storage",2,1,Got it all.,1,471.07,4, ,10, ,5,6,6/5/20 0:23, ,38.87.96.14, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.142 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=oasbclu2r7zoxize&sesskey=g347ym0qsjei11mr,3vqbpgjgt9njacrb,g347ym0qsjei11mr,oasbclu2r7zoxize,g04y6a3am8qrf005,3vqbpgjgt9njacrb, , ,7.851166667,1,1, , , , , , , , , , , , , , , , , ,1,99,99
1326,nukm3vs29gurmb4s,6/5/20 3:50,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,38,1,1957,63,6,3,8,7,4,4,3,5,8,7,6,3, ,8,100,0,0,0,100,0,0,0, , ,0,0,0,0,0,1,0,0,0,5,5,6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,3, , , , , , ,2, , , , , , , ,1, ,1,3,3,3,4,3,3,3,30,5,Beer distributor,3,1, ,1,832.37,14, ,10, ,1,2,6/5/20 3:35, ,75.97.43.178, , ,1,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/11.2 Chrome/75.0.3770.143 Mobile Safari/537.36",sa,/survey/selfserve/2135/200602?identifier=xsadqvtjrl3wmh7q&sesskey=g0u6noo5y5isidp6&mobile=yes,s6j1ye6fe4p52evg,g0u6noo5y5isidp6,xsadqvtjrl3wmh7q,vejyty1snx3kytzu,s6j1ye6fe4p52evg, , ,13.87283333,1,1, , , , , ,1, , , , , , , , , , , ,1,99,99
1368,wvv338ma8ya794sg,6/5/20 6:43,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,22,2,1965,55,5,4,1,5,5,5,3,10,1,5,1,5, ,1,90,10,0,0,90,10,0,0, , ,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3, , , ,99,99, ,2, , , , , ,99, , , ,1,3,3,3,3,3,3,3,9,7, ,4,5,"I drive to work, go to my office, turn on a computer and work all day then drive home. Why????????  I can't find one reason to waste gas, spend money on lunch, pay a car note, car insurance and waste a hour a day on the road. Not to mention environmental impact and your own safety on the road.  Lets get real, I have done this for 30 years, WHY?  I worked for 2 months at home during the stay at home order and did not miss a beat.",1,8773.09,4, ,12, ,5,6,6/5/20 4:16, ,69.41.9.86, , ,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0,..,/survey/selfserve/2135/200602?identifier=mqf14fye8v5zxc0k&sesskey=g1cpfia56p9pf2be,s9fn8yr77ufm6yh1,g1cpfia56p9pf2be,mqf14fye8v5zxc0k,ef8561c8pn8t2edv,s9fn8yr77ufm6yh1, , ,146.2181667,1,3, , , , , , , ,1, , , , , , , , , ,2,99,99
